date,open,high,low,close,volume
2025-10-06 07:00:00,11.6,12.2,11.6,12.2,1829400
2025-10-07 07:00:00,12.2,12.25,11.9,11.9,2268100
2025-10-08 07:00:00,12.2,12.2,11.65,11.8,2633500
2025-10-09 07:00:00,12.0,12.05,11.75,12.0,1356400
2025-10-10 07:00:00,12.05,12.3,12.0,12.05,1522400
2025-10-13 07:00:00,11.85,12.35,11.7,12.2,3867600
2025-10-14 07:00:00,12.25,12.35,11.85,11.9,3197100
2025-10-15 07:00:00,11.75,12.0,11.45,11.5,3307700
2025-10-16 07:00:00,11.9,12.3,11.65,12.3,4236600
2025-10-17 07:00:00,12.55,12.75,12.3,12.3,5533200
2025-10-20 07:00:00,12.2,12.35,11.45,11.45,3749000
2025-10-21 07:00:00,11.45,11.45,10.65,10.65,6077100
2025-10-22 07:00:00,10.8,11.15,10.25,10.9,2939400
2025-10-23 07:00:00,11.0,11.15,10.65,10.65,1067500
2025-10-24 07:00:00,10.6,11.35,10.45,11.0,2677900
2025-10-27 07:00:00,11.1,11.1,10.55,10.55,2172700
2025-10-28 07:00:00,10.2,10.8,10.1,10.8,2559500
2025-10-29 07:00:00,10.85,11.0,10.6,11.0,2910800
2025-10-30 07:00:00,11.0,11.4,10.9,11.1,3828600
2025-10-31 07:00:00,11.15,11.15,10.5,10.5,2286200
2025-11-03 07:00:00,10.55,10.85,9.77,9.77,3928100
2025-11-04 07:00:00,9.7,10.45,9.1,10.45,4156000
2025-11-05 07:00:00,10.45,10.45,10.0,10.3,1812400
2025-11-06 07:00:00,10.15,10.45,10.1,10.1,1577300
2025-11-07 07:00:00,10.15,10.15,9.69,9.69,1841400
2025-11-10 07:00:00,9.69,9.8,9.31,9.48,2238100
2025-11-11 07:00:00,9.5,9.67,9.4,9.6,982300
2025-11-12 07:00:00,9.65,9.98,9.63,9.92,1677400
2025-11-13 07:00:00,9.97,9.97,9.75,9.89,1690300
2025-11-14 07:00:00,9.78,10.1,9.77,9.9,1574300
2025-11-17 07:00:00,10.05,10.3,9.95,10.2,1438500
2025-11-18 07:00:00,10.2,10.3,10.05,10.15,1274700
2025-11-19 07:00:00,10.15,10.2,9.95,10.2,1862300
2025-11-20 07:00:00,10.2,10.25,9.95,10.25,1788000
2025-11-21 07:00:00,10.15,10.2,9.95,10.2,1435800
2025-11-24 07:00:00,10.2,10.25,10.0,10.15,1448500
2025-11-25 07:00:00,10.2,10.2,9.9,9.9,1636200
2025-11-26 07:00:00,9.96,10.25,9.9,10.25,1296200
2025-11-27 07:00:00,10.25,10.3,10.0,10.0,1075400
2025-11-28 07:00:00,10.05,10.1,9.88,10.0,1530300
2025-12-01 07:00:00,10.0,10.05,9.9,9.91,404900
2025-12-02 07:00:00,9.91,10.05,9.79,10.05,1095400
2025-12-03 07:00:00,10.05,10.1,9.97,10.1,1033700
